preco;endereco;metragem;quartos;vagas;banheiros;"
condomínio";"
IPTU";data
"
R$1.733.000
";Chácara Klabin, São Paulo;"
136m²";"
3";"
2";"
5";;;2021-07-20
"
R$1.748.000
";Chácara Klabin, São Paulo;"
136m²";"
3";"
2";"
5";;;2021-07-20
"
R$1.881.000
";Rua Coronel Oscar Porto, Paraíso;"
132m²";"
3";"
1";"
2";1.400;417;2021-07-20
"
R$520.000
";Rua Fernão Albernaz, Vila Nova Savoia;"
140m²";"
2";"
1";"
2";;;2021-07-20
"
R$660.000
";Rua Afonso Celso, Vila Mariana;"
63m²";"
3";"
1";"
1";866;98;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$287.065
";Rua Frei Eusébio da Soledade, Vila Mariana;"
28-31m²";"
1";;"
1";;;2021-07-20
"
Sobconsulta
";Rua Nelson Gama de Oliveira, Vila Andrade;"
65-82m²";"
1-3";;"
2-3";;;2021-07-20
"
Sobconsulta
";Rua Paula Ney, Vila Mariana;"
37-66m²";"
1-2";"
1";"
1-2";;;2021-07-20
"
R$530.000
";Rua Dom Bernardo Nogueira, Vila Gumercindo;"
61m²";"
2";"
1";"
1";710;1.230;2021-07-20
"
R$595.000
";Rua Bruxelas, Sumaré;"
89m²";"
2";"
1";"
1";1.600;2.060;2021-07-20
"
R$7.900.000
";Rua Inajaroba, Vila Nova Conceição;"
401m²";"
3";"
5";"
5";7.950;2.406;2021-07-20
"
R$530.000
";Bela Vista, São Paulo;"
46m²";"
2";"
1";"
1";700;;2021-07-20
"
R$620.000
";Rua Carvalho de Freitas, Vila Andrade;"
104m²";"
2";;"
2";1.200;190;2021-07-20
"
R$500.000
";Rua Jener, Aclimação;"
68m²";"
2";"
1";"
1";1.270;64;2021-07-20
"
R$600.000
";Rua Lino Coutinho, Ipiranga;"
98m²";"
3";"
1";"
2";900;140;2021-07-20
;;;;;;;;2021-07-20
"
R$890.000
";Rua Doutor Jesuíno Maciel, Campo Belo;"
70m²";"
1";"
1";"
1";1.200;380;2021-07-20
"
R$960.000
";Travessa Francisco Delbucio, Tatuapé;"
92m²";"
3";"
2";"
2";650;;2021-07-20
"
R$2.200.000
";Alameda Joaquim Eugênio de Lima, Jardim Paulista;"
180m²";"
3";"
1";"
4";2.580;580;2021-07-20
"
R$590.000
";Freguesia do Ó, São Paulo;"
300m²";"
4";"
3";"
2";;70;2021-07-20
"
R$600.000
";Vila Leopoldina, São Paulo;"
83m²";"
2";"
1";"
2";;;2021-07-20
"
R$570.000
";Rua Gomes de Carvalho, Vila Olímpia;"
29m²";"
1";"
1";"
1";550;30;2021-07-20
"
R$1.568.094
";Rua Doutor Fabrício Vampré, Vila Mariana;"
107m²";"
2";"
3";"
2";;;2021-07-20
"
R$286.200
";Rua Clemente Pereira, Ipiranga;"
73m²";"
2";;"
1";260;;2021-07-20
"
R$550.000
";Vila Nova Conceição, São Paulo;"
38m²";"
1";"
1";"
1";900;205;2021-07-20
"
R$200.000
";Avenida José César de Oliveira, Vila Leopoldina;"
44m²";;"
1";"
1";560;187;2021-07-20
"
R$240.000
";Santa Cecília, São Paulo;"
36m²";"
1";;"
1";280;;2021-07-20
"
R$600.000
";Alameda Barão de Limeira, Bom Retiro;"
153m²";"
3";"
1";"
2";600;267;2021-07-20
"
R$1.190.000
";Avenida Doutor Cardoso de Melo, Vila Olímpia;"
74m²";"
2";"
2";"
2";900;375;2021-07-20
"
R$420.000
";Rua Lutécia, Vila Carrão;"
72m²";"
3";"
1";"
1";400;1;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$149.035
";Rua Nazaré Menezes, Jardim Leme;"
42-43m²";"
1-2";;"
1";;;2021-07-20
"
Sobconsulta
";Rua Doutor Fabrício Vampré, Vila Mariana;"
153-181m²";"
2-4";;"
4-5";;;2021-07-20
"
Sobconsulta
";Rua Morgado de Mateus, Vila Mariana;"
455m²";"
4";"
6";"
4";;;2021-07-20
"
R$680.000
";Rua Machado Bitencourt, Vila Mariana;"
90m²";"
3";"
1";"
3";888;130;2021-07-20
"
R$750.000
";Avenida Professor Francisco Morato, Vila Sônia;"
80m²";"
3";"
1";"
2";550;53;2021-07-20
"
R$2.025.000
";Rua Professor Vahia de Abreu, Vila Olímpia;"
95m²";"
2";"
2";"
3";920;120;2021-07-20
"
R$740.000
";Vila Alpina, São Paulo;"
150m²";"
3";"
8";"
4";;128;2021-07-20
"
R$580.000
";Vila Nova Manchester, São Paulo;"
72m²";"
3";"
2";"
3";;;2021-07-20
"
R$699.000
";Vila Mariana, São Paulo;"
59m²";"
2";"
1";"
2";1.100;160;2021-07-20
"
R$300.000
";Rua Santa Rita D'Oeste, Vila do Encontro;"
49m²";"
2";"
1";"
1";600;;2021-07-20
"
R$1.156.000
";Rua Lauriano Fernandes Júnior, Vila Leopoldina;"
147m²";"
3";"
2";"
5";1.001;2;2021-07-20
"
R$950.000
";Vila Suzana, São Paulo;"
144m²";"
3";"
3";"
4";1.600;;2021-07-20
"
R$498.000
";Rua Professor Sud Mennucci, Vila Mariana;"
78m²";"
3";;"
1";560;;2021-07-20
"
R$350.000
";Penha, São Paulo;"
65m²";"
3";"
1";"
1";367;;2021-07-20
"
R$700.000
";Rua Monsenhor Castro Nery, Parque Maria Domitila;"
120m²";;"
3";"
3";;180;2021-07-20
"
R$850.000
";Rua Aracuã, Vila Brasílio Machado;"
125m²";"
3";"
2";"
5";;150;2021-07-20
"
R$394.522
";Rua Domingos Lopes, Campo Belo;"
30m²";"
1";;"
1";;;2021-07-20
"
R$1.117.000
";Rua Doutor Fadlo Haidar, Vila Olímpia;"
85m²";"
2";"
1";"
2";1.025;112;2021-07-20
"
R$850.000
";Rua das Fiandeiras, Vila Olímpia;"
76m²";"
2";"
1";"
2";983;224;2021-07-20
"
R$640.000
";Rua Humberto I, Vila Mariana;"
83m²";"
2";"
1";"
2";890;110;2021-07-20
"
R$689.000
";Vila Alpina, São Paulo;"
430m²";;;;;300;2021-07-20
"
R$580.000
";Rua Manuel Pereira Cassiano Neto, Jardim Vista Linda;"
127m²";"
3";"
4";"
2";;370;2021-07-20
"
R$343.928
";Rua São Benedito, Santo Amaro;"
34m²";"
1";;"
1";;;2021-07-20
"
R$482.400
";Rua Artur de Azevedo, Pinheiros;"
24m²";"
1";;"
1";350;70;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$202.000
";Avenida Cassandoca, Móoca;"
35-41m²";"
2";;"
1";;;2021-07-20
"
R$265.000
";Rua Adelino de Almeida Castilho, Maranhão;"
42-44m²";"
2";"
1";"
1";;;2021-07-20
"
Sobconsulta
";Rua Machado de Assis, Vila Mariana;"
76m²";"
2";"
3";"
2";;;2021-07-20
"
R$2.490.000
";Avenida Roque Petroni Júnior, Brooklin;"
197m²";"
4";"
3";"
6";1.500;6.000;2021-07-20
"
R$554.970
";Avenida Celso Garcia, Tatuapé;"
55m²";"
2";"
1";"
2";1;1;2021-07-20
"
R$895.000
";Rua dos Pinheiros, Pinheiros;"
57m²";"
2";"
1";"
2";700;150;2021-07-20
"
R$1.399.990
";Avenida Mário Lopes Leão, Santo Amaro;"
160m²";"
3";"
2";"
4";1.270;475;2021-07-20
"
R$798.000
";Rua Doutor Oscar Monteiro de Barros, Vila Suzana;"
88m²";"
3";"
2";"
2";1.080;326;2021-07-20
"
R$750.000
";Avenida dos Bandeirantes, Planalto Paulista;"
128m²";"
2";"
2";"
3";;336;2021-07-20
"
R$769.800
";Rua Leopoldo Couto Magalhães Júnior, Itaim Bibi;"
57m²";"
1";"
1";"
1";1.000;80;2021-07-20
"
R$225.000
";Parque São Lucas, São Paulo;"
38m²";"
1";;"
1";100;;2021-07-20
"
R$640.000
";Rua Dende, Jardim Cidade Pirituba;"
210m²";"
4";"
3";"
4";;;2021-07-20
"
R$450.000
";Rua Nove de Novembro, Vila Amélia;"
90m²";"
2";"
3";"
2";;;2021-07-20
"
R$700.000
";Rua Dona Maria Custódia, Santa Teresinha;"
83m²";"
3";"
2";"
2";790;251;2021-07-20
"
R$600.000
";Lauzane Paulista, São Paulo;"
90m²";"
3";"
3";"
2";849;291;2021-07-20
"
R$220.000
";Avenida Nove de Julho, Bela Vista;"
28m²";"
1";;"
1";298;35;2021-07-20
"
R$413.000
";Rua Deputado João Sussumu Hirata, Morumbi;"
60m²";"
1";"
1";"
1";800;150;2021-07-20
"
R$415.000
";Rua Deputado João Sussumu Hirata, Morumbi;"
60m²";"
1";"
1";"
1";800;150;2021-07-20
"
R$910.000
";Rua Bartira, Perdizes;"
111m²";"
2";"
1";"
2";;;2021-07-20
"
R$280.000
";Rua Natal Meira de Barros, Jardim Aricanduva;"
51m²";"
2";"
1";"
1";485;1;2021-07-20
"
R$275.000
";Avenida dos Ourives, Jardim São Savério;"
53m²";"
2";"
1";"
1";400;;2021-07-20
"
R$325.000
";Rua Conde Amadeu Barbelini, Vila Ema;"
67m²";"
3";"
1";"
1";450;75;2021-07-20
"
R$230.000
";Vila Carrão, São Paulo;"
36m²";"
2";;"
1";90;50;2021-07-20
"
R$535.000
";Rua José Homero Roxo, Campininha;"
61m²";"
2";"
1";"
1";500;180;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$8.477.991
";Avenida Doutor Cardoso de Melo, Vila Olímpia;"
217-893m²";"
4-5";"
5-7";"
2-5";;;2021-07-20
"
R$275.000
";Rua Adelino de Almeida Castilho, Maranhão;"
42-44m²";"
2";"
1";"
1";;;2021-07-20
"
R$329.900
";Rua Coronel Francisco de Oliveira Simões, Paraíso do Morumbi;"
50-52m²";"
2";;"
1";;;2021-07-20
"
R$8.000.000
";Rua José Clemente, Jardim Paulista;"
424m²";"
4";"
2";"
5";;;2021-07-20
"
R$2.550.000
";Rua Correia Dias, Paraíso;"
211m²";"
3";"
3";"
5";1.700;12.116;2021-07-20
"
R$300.000
";Alameda dos Anapurus, Moema;"
36m²";"
1";"
1";"
1";1;1;2021-07-20
"
R$720.000
";Vila Mariana, São Paulo;"
60m²";"
2";"
1";"
2";825;150;2021-07-20
"
R$2.580.000
";Jardim Europa, São Paulo;"
110m²";"
2";"
2";"
3";;;2021-07-20
"
R$1.367.859
";Vila Nova Conceição, São Paulo;"
69m²";"
2";"
1";"
1";;;2021-07-20
"
R$950.000
";Freguesia do Ó, São Paulo;"
244m²";"
3";"
4";"
2";;;2021-07-20
"
R$278.883
";Rua Coronel Lisboa, Vila Clementino;"
22m²";"
1";;"
1";;;2021-07-20
"
R$765.000
";Alameda Itu, Jardim Paulista;"
80m²";"
2";"
1";"
2";1.117;265;2021-07-20
"
R$323.000
";Rua Naim,;"
125m²";"
1";;"
1";;;2021-07-20
"
R$323.000
";Rua Naim,;"
125m²";"
1";;"
1";;;2021-07-20
"
R$45.000
";Avenida Celso Garcia, Campo Belo;"
1000m²";;;;;1;2021-07-20
"
R$1.590.000
";Avenida Jurucê, Moema;"
176m²";"
2";"
2";"
4";1.700;374;2021-07-20
"
R$970.000
";Vila Sao Francisco Zona Sul, São Paulo;"
124m²";"
2";"
2";"
3";;250;2021-07-20
"
R$1.733.000
";Chácara Klabin, São Paulo;"
136m²";"
3";"
2";"
5";;;2021-07-20
"
R$1.881.000
";Rua Coronel Oscar Porto, Paraíso;"
132m²";"
3";"
1";"
2";1.400;417;2021-07-20
"
R$750.000
";Rua Maurício de Castilho, Vila Monumento;"
145m²";"
3";"
2";"
2";1;450;2021-07-20
"
R$350.000
";Rua Antônio Pires de Campos, Vila Ema;"
54m²";"
2";"
1";"
1";350;150;2021-07-20
"
R$520.000
";Rua Fernão Albernaz, Vila Nova Savoia;"
140m²";"
2";"
1";"
2";;;2021-07-20
"
R$660.000
";Rua Afonso Celso, Vila Mariana;"
63m²";"
3";"
1";"
1";866;98;2021-07-20
"
R$1.965.000
";Água Branca, São Paulo;"
168m²";"
4";"
3";"
4";1.271;745;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$279.300
";Rua Machado de Assis, Vila Mariana;"
28-31m²";"
1";;"
1";;;2021-07-20
"
R$374.840
";Rua Turiassu, Parque Pirajussara;"
32-40m²";;;;;;2021-07-20
"
R$467.800
";Rua Batista Caetano, Aclimação;"
34-99m²";"
1";"
1";"
1";;;2021-07-20
"
R$480.000
";Rua Apiacás, Perdizes;"
82m²";"
2";;"
1";596;130;2021-07-20
"
R$1.200.000
";Rua Gaspar Lourenço, Vila Mariana;"
76m²";"
2";"
2";"
2";990;400;2021-07-20
"
R$1.250.000
";Vila Nova Conceição, São Paulo;"
100m²";"
3";"
1";"
2";1.160;290;2021-07-20
"
R$437.148
";Rua Capote Valente, Pinheiros;"
27m²";"
1";;"
1";;;2021-07-20
"
R$2.500.000
";Rua Leão Coroado, Vila Madalena;"
180m²";"
4";"
2";"
4";2.150;860;2021-07-20
"
R$1.350.000
";Moema, São Paulo;"
136m²";"
3";"
2";"
5";1.505;517;2021-07-20
"
R$785.000
";Rua Horácio de Castilho, Vila Maria Alta;"
92m²";"
3";"
3";"
2";995;;2021-07-20
"
R$430.000
";Avenida Nossa Senhora do Ó, Casa Verde;"
55m²";"
2";"
1";"
1";400;;2021-07-20
"
R$692.000
";Rua Antonieta Leitão, Nossa Senhora do Ö;"
83m²";"
3";"
2";"
2";890;80;2021-07-20
"
R$692.000
";Rua Antonieta Leitão, Nossa Senhora do Ö;"
83m²";"
3";"
2";"
2";890;80;2021-07-20
"
R$395.000
";Vila Regente Feijó, São Paulo;"
55m²";"
2";"
1";"
1";723;168;2021-07-20
;;;;;;;;2021-07-20
"
R$684.700
";Rua Cristiano Viana, Pinheiros;"
48m²";"
1";"
1";"
1";;;2021-07-20
"
R$192.000
";Vera Cruz, São Paulo;"
34m²";"
2";;"
1";;;2021-07-20
"
R$192.000
";Vera Cruz, São Paulo;"
34m²";"
2";;"
1";;;2021-07-20
"
R$1.900.000
";Vila Madalena, São Paulo;"
243m²";"
3";"
4";"
3";;605;2021-07-20
"
R$1.100.000
";Jardim da Saude, São Paulo;"
140m²";"
3";"
2";"
1";980;4.000;2021-07-20
"
R$3.191.489
";Viaduto Washington Luís, Santo Amaro;"
240m²";;"
2";"
3";;;2021-07-20
"
R$2.006.787
";Avenida Marginal do Rio Pinheiros, Real Parque;"
142m²";"
3";"
2";"
5";;;2021-07-20
"
R$639.000
";Chácara Inglesa, São Paulo;"
70m²";"
2";"
1";"
2";742;185;2021-07-20
"
R$530.000
";Tatuapé, São Paulo;"
70m²";"
3";"
2";"
1";561;153;2021-07-20
"
R$152.300
";Rua Salvador Gianetti, Guaianases;"
24m²";"
1";;"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Paula Ney, Vila Mariana;"
100m²";"
3";"
2";"
1";;;2021-07-20
"
Sobconsulta
";Rua Paula Ney, Vila Mariana;"
67m²";"
2";"
2";"
1";;;2021-07-20
"
Sobconsulta
";Rua Manuel de Paiva, Vila Mariana;"
45m²";"
1";"
1";"
1";;;2021-07-20
"
R$750.000
";Rua João Borba, Móoca;"
128m²";"
3";"
3";"
4";1.470;3.700.000;2021-07-20
"
R$1.312.000
";Campo Belo, São Paulo;"
234m²";;;;;;2021-07-20
"
R$175.000
";Rua Olimpíadas, Vila Olímpia;"
24m²";"
1";"
1";"
1";1;1;2021-07-20
"
R$850.000
";Rua das Fiandeiras, Vila Olímpia;"
76m²";"
2";"
1";"
2";983;224;2021-07-20
"
R$890.000
";Rua Praia do Castelo, Vila Mascote;"
145m²";"
3";"
2";"
5";1.350;280;2021-07-20
"
R$770.000
";Rua João Batista Mendo, Jardim Avelino;"
130m²";"
3";"
3";"
3";1.554;454;2021-07-20
"
R$800.000
";Rua Dom Mateus, Vila Monumento;"
90m²";"
2";"
3";"
3";921;4.573;2021-07-20
"
R$319.990
";Rua Pedro Malaquias, Vila Carrão;"
65m²";"
3";"
1";"
1";590;;2021-07-20
"
R$1.270.000
";Vila Bela, São Paulo;"
340m²";"
3";"
8";"
2";;450;2021-07-20
"
R$850.000
";Rua Professor Tranquilli, Vila Mariana;"
84m²";"
3";"
1";"
2";890;320;2021-07-20
"
R$640.000
";Rua Santa Leocádia, Parada Inglesa;"
78m²";"
3";"
3";"
2";732;134;2021-07-20
"
R$430.000
";Santana, São Paulo;"
44m²";"
1";"
1";"
1";;;2021-07-20
"
R$1.460.000
";Jardim Paulista, São Paulo;"
130m²";"
3";"
1";"
3";1.174;380;2021-07-20
"
R$590.000
";Rua General Lecor, Ipiranga;"
106m²";"
2";"
1";"
2";;;2021-07-20
"
R$870.000
";Rua Cerro Corá, Alto da Lapa;"
119m²";"
3";"
2";"
4";1.378;480;2021-07-20
"
R$1.280.000
";Saúde, São Paulo;"
119m²";"
2";"
3";"
4";1.201;328;2021-07-20
"
R$540.000
";Avenida Paulista, Bela Vista;"
27m²";"
1";"
1";"
1";;;2021-07-20
"
R$890.000
";Avenida Doutor Luís Rocha Miranda, Jabaquara;"
133m²";"
4";"
3";"
3";1.450;2.600;2021-07-20
"
R$1.229.000
";Rua Cristiano Viana, Cerqueira César;"
127m²";"
3";"
2";"
4";1.100;342;2021-07-20
"
R$899.000
";Rua Joaquim Távora, Vila Mariana;"
51m²";"
1";"
1";"
2";555;33;2021-07-20
"
R$320.000
";Avenida Lins de Vasconcelos, Cambuci;"
50m²";"
1";;"
1";520;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$982.154
";Rua Gregório Serrão, Vila Mariana;"
65-131m²";"
2-3";"
1-2";"
2-3";;;2021-07-20
"
Sobconsulta
";Rua Deputado João Sussumu Hirata, Panamby;"
138m²";"
3-4";"
3-4";"
3-5";;;2021-07-20
"
R$2.622.093
";Avenida Ulysses Reis de Mattos, Real Parque;"
186-252m²";"
3";"
2-4";"
4";;;2021-07-20
"
R$3.000.000
";Rua Flórida, Brooklin;"
193m²";"
3";"
3";"
4";2.700;1.000;2021-07-20
"
R$490.000
";Rua da Consolação, Consolação;"
38m²";"
2";;"
1";600;100;2021-07-20
"
R$176.900
";Rua Nereu Rangel Pestana, Brasilândia;"
35m²";"
2";;"
1";260;50;2021-07-20
"
R$319.148
";Rua Comprida, Vila Mazzei;"
43m²";"
2";"
1";"
1";150;40;2021-07-20
"
R$1.215.000
";Rua Eugênio de Medeiros, Pinheiros;"
60m²";"
2";"
1";"
2";530;540;2021-07-20
"
R$800.000
";Rua Carlos Weber, Vila Leopoldina;"
75m²";"
3";"
2";"
2";596;250;2021-07-20
"
R$1.690.000
";Rua Ministro Godói, Perdizes;"
135m²";"
3";"
3";"
4";1.700;840;2021-07-20
"
R$438.297
";Rua Serra da Bocaina, Quarta Parada;"
55m²";"
3";"
1";"
1";502;;2021-07-20
"
R$399.000
";Rua Serra de Botucatu, Tatuapé;"
63m²";"
3";"
1";"
1";500;1;2021-07-20
"
R$690.000
";Vila Suzana, São Paulo;"
120m²";"
4";"
3";"
5";1.372;300;2021-07-20
"
R$650.000
";Rua Fradique Coutinho, Pinheiros;"
68m²";"
2";;"
1";600;;2021-07-20
"
R$659.629
";Rua Frei Caneca, Consolação;"
41m²";"
1";;"
1";;;2021-07-20
"
R$1.350.000
";Higienópolis, São Paulo;"
117m²";"
2";"
2";"
3";1.180;250;2021-07-20
"
R$245.000
";Rua Ibicarai, Tucuruvi;"
36m²";"
2";;"
1";;;2021-07-20
"
R$895.300
";Avenida Vereador José Diniz, Santo Amaro;"
68m²";"
2";"
1";"
2";;;2021-07-20
"
R$330.000
";Rua Edmundo Kirmayr, Vila Roque;"
60m²";"
3";"
1";"
1";420;;2021-07-20
"
R$381.000
";Saúde, São Paulo;"
65m²";"
3";"
1";"
2";800;950;2021-07-20
"
R$488.000
";Bela Vista, São Paulo;"
40m²";"
1";"
1";"
1";587;13;2021-07-20
"
R$335.000
";Rua Diogo Vaz, Cambuci;"
47m²";"
1";;"
1";640;;2021-07-20
"
R$1.170.000
";Avenida Conselheiro Rodrigues Alves, Aclimação;"
105m²";"
3";"
2";"
3";1.330;593;2021-07-20
"
R$300.000
";Rua Templários, Vila Formosa;"
43m²";"
2";;"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Avenida Duquesa de Goiás, Morumbi;"
186-252m²";"
2-4";"
2-4";"
6-7";;;2021-07-20
"
Sobconsulta
";Rua Professor Vahia de Abreu, Vila Olímpia;"
61-94m²";"
2";"
1-2";"
1";;;2021-07-20
"
R$750.000
";Rua Joaquim Távora, Vila Mariana;"
69-140m²";"
2-3";"
1-2";"
1-2";;;2021-07-20
"
R$169.953
";Avenida Marginal, Vila Cristalia;"
40m²";"
2";;"
1";;;2021-07-20
"
R$1.800.000
";Avenida Rebouças, Pinheiros;"
172m²";"
3";"
1";"
3";2.250;479;2021-07-20
"
R$1.188.000
";Rua Doutor Rafael Correia, Água Branca;"
104m²";"
3";"
2";"
5";;;2021-07-20
"
R$3.890.000
";Jardim Paulista, São Paulo;"
360m²";"
3";"
3";"
4";;1.200;2021-07-20
"
R$1.300.000
";Jardim Campo Grande, São Paulo;"
220m²";"
3";"
4";"
3";;391;2021-07-20
"
R$1.225.000
";Jardim Avelino, São Paulo;"
220m²";"
3";"
5";"
2";;491;2021-07-20
"
R$530.000
";Rua Vergueiro, Liberdade;"
60m²";"
1";;"
1";580;;2021-07-20
"
R$430.000
";Rua Dom Mateus, Vila Monumento;"
72m²";"
3";"
1";"
3";847;143;2021-07-20
"
R$393.500
";Rua Dom Bento Pickel, Casa Verde;"
60m²";"
2";"
1";"
1";340;;2021-07-20
"
R$560.000
";Rua Miguel Teles Júnior, Cambuci;"
120m²";"
3";;"
2";150;;2021-07-20
"
R$745.000
";Rua Nanuque, Vila Leopoldina;"
79m²";"
3";"
1";"
2";812;102;2021-07-20
"
R$700.000
";Vila Vera, São Paulo;"
140m²";"
3";"
2";"
4";1.200;300;2021-07-20
"
R$426.000
";Avenida Ordem e Progresso, Barra Funda;"
29m²";;"
1";"
1";354;56;2021-07-20
"
R$950.000
";Rua Wanderley, Perdizes;"
110m²";"
3";"
2";"
4";;180.000;2021-07-20
"
R$379.000
";Rua Vergueiro, Vila Mariana;"
27m²";"
1";;"
1";;;2021-07-20
"
R$271.000
";Avenida Padre Arlindo Vieira, Vila Vermelha;"
62m²";"
2";"
1";"
1";420;70;2021-07-20
"
R$712.043
";Rua Vieira de Morais, Campo Belo;"
46m²";"
1";"
1";"
2";;;2021-07-20
"
R$300.000
";Rua Francisco da Cruz Mellão, Parque Munhoz;"
57m²";"
3";"
1";"
1";450;;2021-07-20
"
R$1.129.000
";Rua Pamplona, Jardim Paulista;"
65m²";"
2";"
1";"
2";;;2021-07-20
"
R$930.000
";Rua São Luís do Paraitinga, Vila Prudente;"
150m²";"
3";"
2";"
4";1.000;300;2021-07-20
"
R$480.000
";Avenida Angélica, Santa Cecília;"
70m²";"
2";;"
1";547;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$464.000
";Rua Mesquita, Aclimação;"
40m²";"
1";"
1-2";"
1";;;2021-07-20
"
Sobconsulta
";Avenida Pavão, Moema;"
175m²";"
3";"
2";"
4";;;2021-07-20
"
Sobconsulta
";Rua Carvalho de Freitas, Morumbi;"
128m²";"
3-4";"
2";"
4-5";;;2021-07-20
"
R$599.000
";Avenida Cotovia, Moema;"
63m²";"
2";;"
2";1.250;335;2021-07-20
"
R$720.000
";Vila Mariana, São Paulo;"
80m²";"
2";"
1";"
2";350;;2021-07-20
"
R$1.400.000
";Avenida Barão de Monte Mor, Real Parque;"
191m²";"
4";"
4";"
3";2.675;204;2021-07-20
"
R$691.490
";Vila Clementino, São Paulo;"
70m²";"
2";"
1";"
2";1.088;920;2021-07-20
"
R$1.100.000
";Freguesia do Ó, São Paulo;"
286m²";"
3";"
4";"
5";;350;2021-07-20
"
R$690.000
";Rua São Celestino, Campo Limpo;"
157m²";"
3";"
2";"
5";;200;2021-07-20
"
R$285.000
";Vila Carmosina, São Paulo;"
50m²";"
2";;"
1";472;;2021-07-20
"
R$850.000
";Rua Aracuã, Vila Brasílio Machado;"
125m²";"
3";"
2";"
5";;150;2021-07-20
"
R$500.000
";Rua Domingos Rodrigues, Lapa;"
53m²";"
2";;"
2";700;2.509;2021-07-20
"
R$850.000
";Vila Mariana, São Paulo;"
74m²";"
3";"
4";"
3";850;2.500;2021-07-20
"
R$165.000
";Rua Henrique Fausto Lancellotti, Chácara Santo Antônio;"
29m²";"
1";"
1";"
1";785;204;2021-07-20
"
R$450.000
";Avenida Sargento Geraldo Sant'Ana, Jardim Marajoara;"
64m²";"
2";"
2";"
2";1.000;190;2021-07-20
"
R$723.000
";Rua Ribeiroles, Jabaquara;"
128m²";"
4";"
2";"
5";;;2021-07-20
"
R$1.850.000
";Jardim Avelino, São Paulo;"
192m²";"
3";"
3";"
5";1.452;800;2021-07-20
"
R$437.148
";Rua Capote Valente, Pinheiros;"
27m²";"
1";;"
1";;;2021-07-20
"
R$2.500.000
";Rua Leão Coroado, Vila Madalena;"
180m²";"
4";"
2";"
4";2.150;860;2021-07-20
"
R$1.380.000
";Vila Dom Pedro I, São Paulo;"
238m²";"
4";"
8";"
3";;;2021-07-20
"
R$785.000
";Rua Horácio de Castilho, Vila Maria Alta;"
92m²";"
3";"
3";"
2";995;;2021-07-20
"
R$300.000
";Jaçanã, São Paulo;"
51m²";"
2";;"
1";380;;2021-07-20
"
R$430.000
";Avenida Nossa Senhora do Ó, Casa Verde;"
55m²";"
2";"
1";"
1";400;;2021-07-20
"
R$382.000
";Avenida Lacerda Franco, Cambuci;"
52m²";"
2";"
1";"
1";734;120;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua França Pinto, Vila Mariana;"
81m²";"
2";"
0-2";"
2";;;2021-07-20
"
Sobconsulta
";Rua França Pinto, Vila Mariana;"
63m²";"
2";"
1-2";"
1";;;2021-07-20
"
R$282.100
";Rua Doutor Tomás Alves, Vila Mariana;"
22-56m²";;;;;;2021-07-20
"
R$1.198.000
";Rua Dona Escolástica M. da Fonseca, Vila Matilde;"
213m²";"
4";"
4";"
6";1.400;400;2021-07-20
"
R$1.650.000
";Avenida Washington Luís, Jardim Marajoara;"
170m²";"
3";"
3";"
5";1.100;714;2021-07-20
"
R$1.710.000
";Rua Guararapes,;"
111m²";"
2";"
2";"
3";800;555;2021-07-20
"
R$692.000
";Rua Antonieta Leitão, Nossa Senhora do Ö;"
83m²";"
3";"
2";"
2";890;80;2021-07-20
"
R$692.000
";Rua Antonieta Leitão, Nossa Senhora do Ö;"
83m²";"
3";"
2";"
2";890;80;2021-07-20
;;;;;;;;2021-07-20
"
R$684.700
";Rua Cristiano Viana, Pinheiros;"
48m²";"
1";"
1";"
1";;;2021-07-20
"
R$1.100.000
";Jardim da Saude, São Paulo;"
140m²";"
3";"
2";"
1";980;4.000;2021-07-20
"
R$3.191.489
";Viaduto Washington Luís, Santo Amaro;"
240m²";;"
2";"
3";;;2021-07-20
"
R$250.000
";Cambuci, São Paulo;"
35m²";;"
1";"
2";850;200;2021-07-20
"
R$2.006.787
";Avenida Marginal do Rio Pinheiros, Real Parque;"
142m²";"
3";"
2";"
5";;;2021-07-20
"
R$530.000
";Tatuapé, São Paulo;"
70m²";"
3";"
2";"
1";561;153;2021-07-20
