preco;endereco;metragem;quartos;vagas;banheiros;"
condomínio";"
IPTU";data
"
R$850.000
";Rua das Fiandeiras, Vila Olímpia;"
76m²";"
2";"
1";"
2";983;224;2021-07-20
"
R$6.700.000
";Rua Escobar Ortiz, Vila Nova Conceição;"
300m²";"
4";"
4";"
6";4.900;1.800;2021-07-20
"
R$296.800
";Rua Manuel Pitta, Vila Pita;"
53m²";"
2";"
1";"
1";510;34;2021-07-20
"
R$800.000
";Rua Dom Mateus, Vila Monumento;"
90m²";"
2";"
3";"
3";921;4.573;2021-07-20
"
R$330.000
";Rua Marquês Maricá, Ipiranga;"
48m²";"
2";"
1";"
1";380;80;2021-07-20
"
R$850.000
";Rua Professor Tranquilli, Vila Mariana;"
84m²";"
3";"
1";"
2";890;320;2021-07-20
"
R$392.000
";Vila Amélia, São Paulo;"
72m²";"
2";"
1";"
1";555;75;2021-07-20
"
R$1.460.000
";Jardim Paulista, São Paulo;"
130m²";"
3";"
1";"
3";1.174;380;2021-07-20
"
R$870.000
";Rua Cerro Corá, Alto da Lapa;"
119m²";"
3";"
2";"
4";1.378;480;2021-07-20
"
R$245.000
";Rua Alencar Araripe, Sacomã;"
35m²";"
1";"
1";"
1";480;55;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Carvalho de Freitas, Vila Andrade;"
49-59m²";"
2";"
1";"
1-2";;;2021-07-20
"
Sobconsulta
";Rua Major Maragliano, Vila Mariana;"
75-109m²";"
2-3";"
1-2";"
3-4";;;2021-07-20
"
R$377.000
";Rua Major Maragliano, Vila Mariana;"
75-110m²";"
2-3";"
2";"
1";;;2021-07-20
"
R$2.250.000
";Rua Haddock Lobo, Consolação;"
220m²";"
3";"
2";"
2";1.900;592;2021-07-20
"
R$5.800.000
";Rua Afonso Braz, Vila Nova Conceição;"
230m²";"
4";"
3";"
6";1;920;2021-07-20
"
R$1.380.000
";Rua Bela Cintra, Jardins;"
142m²";"
3";"
2";"
1";3.565;1.016;2021-07-20
"
R$510.000
";Lapa, São Paulo;"
98m²";"
3";"
1";"
1";500;82;2021-07-20
"
R$312.000
";Rua Josefina Arnoni, Vila Irmãos Arnoni;"
51m²";"
2";"
1";"
1";600;;2021-07-20
"
R$1.650.000
";Rua Urimonduba, Itaim Bibi;"
118m²";"
2";"
1";"
3";1.000;300;2021-07-20
"
R$420.000
";Rua Alexandre Benois, Vila Andrade;"
64m²";"
2";"
1";"
2";591;55;2021-07-20
"
R$550.000
";Rua Francisco Tapajós, Vila Santo Estéfano;"
108m²";"
3";"
1";"
3";1.499;145;2021-07-20
"
R$425.000
";Rua Arnaldo Cintra, Tatuapé;"
57m²";"
3";"
1";"
1";420;1;2021-07-20
"
R$710.000
";Vila Olímpia, São Paulo;"
58m²";"
2";"
1";"
2";1.100;114;2021-07-20
"
R$648.000
";Vila Gomes Cardim, São Paulo;"
82m²";"
3";"
1";"
2";570;220;2021-07-20
"
R$480.000
";Rua José Luiz da Silva, Vila Carrão;"
66m²";"
2";"
1";"
1";;;2021-07-20
"
R$520.000
";Rua José de Souza Aguiar, Jardim Marisa;"
100m²";"
2";"
2";"
1";;;2021-07-20
"
R$359.000
";Rua Chagu, Jardim Anália Franco;"
76m²";"
2";"
1";"
1";80;;2021-07-20
"
R$480.000
";Rua Doutor João Batista de Lacerda, Quarta Parada;"
72m²";"
3";"
1";"
1";630;23;2021-07-20
"
R$1.400.000
";Rua Doutor Nicolau de Sousa Queirós, Vila Mariana;"
137m²";"
3";"
2";"
3";1.600;316;2021-07-20
"
R$1.450.000
";Rua Cristiano Viana, Cerqueira César;"
130m²";"
3";"
1";"
2";1.200;;2021-07-20
"
R$862.000
";Rua Abílio Soares, Paraíso;"
126m²";"
3";"
1";"
3";1.260;314;2021-07-20
"
R$320.000
";Avenida Nova Cantareira, Tucuruvi;"
50m²";"
2";"
1";"
1";780;;2021-07-20
"
R$434.493
";Rua do Bosque, Barra Funda;"
49m²";"
2";"
1";"
1";;;2021-07-20
"
R$480.000
";Rua Arapá, Vila Mascote;"
56m²";"
2";"
1";"
1";580;40;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Major Maragliano, Vila Mariana;"
26-30m²";"
1";;"
1";;;2021-07-20
"
R$159.900
";Rua Manuel Leiroz, Vila Penteado;"
27m²";"
1-2";;"
1";;;2021-07-20
"
Sobconsulta
";Rua Doutor Tomás Alves, Vila Mariana;"
19-31m²";"
1";;"
1";;;2021-07-20
"
R$645.000
";Parada Inglesa, São Paulo;"
91m²";"
3";"
2";"
2";;;2021-07-20
"
R$850.000
";Avenida Rebouças, Jardim Paulista;"
135m²";"
3";"
1";"
1";900;256;2021-07-20
"
R$742.000
";Rua Maracá, Vila Guarani;"
76m²";"
2";"
1";"
2";750;220;2021-07-20
"
R$182.842
";Avenida Celso Garcia, Tatuapé;"
35m²";"
2";;"
1";;;2021-07-20
"
R$508.800
";Rua Orlando Pellicci, Cidade Líder;"
92m²";"
3";"
2";"
2";315;;2021-07-20
"
R$550.000
";Rua Falchi Gianini, Vila Prudente;"
80m²";"
3";"
1";"
2";540;98;2021-07-20
"
R$1.039.000
";Rua Apinajés, Pompeia;"
101m²";"
3";"
2";"
2";1.100;61;2021-07-20
"
R$414.000
";Rua do Imperador, Vila Guilherme;"
59m²";"
2";"
1";"
1";320;;2021-07-20
"
R$680.000
";Avenida Casa Verde, Casa Verde;"
85m²";"
3";"
2";"
2";850;249;2021-07-20
"
R$300.000
";Praça Doutor Mário Margarido, Liberdade;"
50m²";"
1";;"
1";360;;2021-07-20
"
R$265.000
";Barra Funda, São Paulo;"
34m²";"
2";;"
1";325;325;2021-07-20
"
R$770.000
";Avenida Adolfo Pinheiro, Santo Amaro;"
94m²";"
3";"
2";"
3";940;290;2021-07-20
"
R$429.000
";Avenida Padre José Maria, Santo Amaro;"
80m²";"
3";"
1";"
1";670;118;2021-07-20
"
R$1.055.000
";Rua Serra de Bragança, Vila Gomes Cardim;"
89m²";"
3";"
2";"
2";730;;2021-07-20
"
R$940.000
";Lapa, São Paulo;"
106m²";"
3";"
2";"
2";1.175;327;2021-07-20
"
R$800.000
";Rua Maria José Pomar, Lauzane Paulista;"
118m²";"
3";"
2";"
3";800;;2021-07-20
"
R$564.000
";Rua Vergueiro, Liberdade;"
32m²";"
1";;"
1";572;141;2021-07-20
"
R$1.643.000
";Rua Aspicuelta, Vila Madalena;"
129m²";"
3";"
2";"
3";1.850;660;2021-07-20
"
R$470.000
";Rua Basílio da Cunha, Vila Deodoro;"
86m²";"
2";"
1";"
2";702;145;2021-07-20
"
R$636.000
";Jardim da Glória, São Paulo;"
67m²";"
2";"
1";"
1";1.000;1.500;2021-07-20
"
R$1.610.000
";Rua Avanhandava, Bela Vista;"
130m²";"
1";;"
1";850;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$475.000
";Rua Humberto I, Vila Mariana;"
33m²";"
1";;"
1";;;2021-07-20
"
Sobconsulta
";Alameda Jauaperi, Moema;"
153-281m²";"
3";"
2-3";"
2";;;2021-07-20
"
R$149.900
";Rua Manuel Leiroz, Vila Penteado;"
27m²";"
1-2";;;;;2021-07-20
"
R$408.000
";Rua Raul Saddi, Butantã;"
44m²";"
2";"
1";"
1";;;2021-07-20
"
R$7.500.000
";Rua Itajobi, Pacaembu;"
657m²";"
3";"
23";"
10";;;2021-07-20
"
R$2.500.000
";Rua Atibaia, Perdizes;"
190m²";"
3";"
3";"
3";;;2021-07-20
"
R$750.000
";Rua Venâncio Aires, Pompeia;"
100m²";"
2";"
1";"
2";1.100;100;2021-07-20
"
R$530.000
";Rua Firmiano Pinto, Brás;"
148m²";"
3";"
2";"
2";;;2021-07-20
"
R$3.000.000
";Rua Deputado Bady Bassit, Caxingui;"
536m²";"
4";"
2";"
5";;1.991;2021-07-20
"
R$920.000
";Vila Mariana, São Paulo;"
81m²";"
2";"
1";"
2";650;85;2021-07-20
"
R$800.000
";Rua das Fiandeiras, Itaim Bibi;"
62m²";"
2";"
1";"
2";850;215;2021-07-20
"
R$430.000
";Rua Maria, Vila Dom Pedro II;"
80m²";"
3";"
1";"
2";;;2021-07-20
"
R$795.000
";Rua Santo Egídio, Santa Terezinha;"
120m²";"
3";"
2";"
3";1.260;520;2021-07-20
"
R$950.000
";Rua Carlos Sampaio, Bela Vista;"
100m²";"
3";"
1";"
2";996;;2021-07-20
"
R$585.000
";Rua Padre Paulo Ravier, Mandaqui;"
110m²";"
2";"
2";"
2";;;2021-07-20
"
R$1.560.000
";Alameda Lorena, Jardim Paulista;"
138m²";"
3";"
1";"
4";1.230;450;2021-07-20
"
R$700.000
";Rua Marcos Fernandes, Jardim da Saude;"
113m²";"
4";"
2";"
3";969;140;2021-07-20
"
R$380.000
";Tremembé, São Paulo;"
68m²";"
3";"
1";"
1";390;180;2021-07-20
"
R$480.000
";Rua Adalberto Kemeny, Barra Funda;"
45m²";"
1";"
1";"
1";732;;2021-07-20
"
R$500.000
";Vila Carrão, São Paulo;"
64m²";"
3";"
1";"
1";556;202;2021-07-20
;;;;;;;;2021-07-20
"
R$326.514
";Rua João José Pacheco, Chácara Klabin;"
22m²";"
1";;"
1";;;2021-07-20
"
R$1.473.000
";Praça François Belanger, Vila Madalena;"
127m²";"
2";"
2";"
2";1.250;559;2021-07-20
"
R$192.179
";Rua Raul Saddi, Butantã;"
24m²";"
1";;"
1";;;2021-07-20
"
R$1.000.000
";Rua Altinópolis, Água Fria;"
300m²";"
3";"
2";"
4";;800;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Domingos de Morais, Vila Mariana;"
17-33m²";"
1";;"
1";;;2021-07-20
"
R$648.000
";Avenida Dom Pedro I, Vila Monumento;"
81-108m²";"
3";"
2";"
3-4";;;2021-07-20
"
Sobconsulta
";Rua Rio Grande, Vila Mariana;"
76m²";"
2-3";"
2-3";"
3";;;2021-07-20
"
R$390.000
";Rua Fortunato Ferraz, Vila Anastácio;"
47m²";"
2";"
1";"
2";;;2021-07-20
"
R$750.000
";Avenida Angélica, Higienópolis;"
95m²";"
3";"
1";"
3";973;277;2021-07-20
"
R$1.400.000
";Rua Ossian Terceiro Teles, Jardim Prudência;"
114m²";"
3";"
2";"
4";;;2021-07-20
"
R$790.000
";Rua Lima, Chácara Belenzinho;"
272m²";"
4";"
2";"
5";;1;2021-07-20
"
R$185.000
";Rua Waldemar Mancini, Itaquera;"
45m²";"
2";;"
1";;;2021-07-20
"
R$1.400.000
";Jardim América, São Paulo;"
89m²";"
1";"
2";"
1";1.080;247;2021-07-20
"
R$400.000
";Rua Vergueiro, Vila Mariana;"
24m²";"
1";;"
1";407;111;2021-07-20
"
R$500.000
";Moema, São Paulo;"
30m²";"
1";;"
1";330;165;2021-07-20
"
R$420.000
";Rua Latif Fakhouri, Vila Mascote;"
60m²";"
2";"
1";"
1";800;;2021-07-20
"
R$627.760
";Rua Pedro Voss, Vila Carrão;"
150m²";"
2";"
2";"
2";;;2021-07-20
"
R$1.180.000
";Jardim Avelino, São Paulo;"
200m²";"
3";"
6";"
4";;440;2021-07-20
"
R$780.000
";Rua Izonzo, Ipiranga;"
260m²";"
4";"
2";"
5";;400;2021-07-20
"
R$620.000
";Rua Voluntários da Pátria, Santana;"
82m²";"
2";"
2";"
2";840;90;2021-07-20
"
R$809.000
";Pinheiros, São Paulo;"
60m²";"
2";"
2";"
2";980;364;2021-07-20
"
R$318.000
";Vila Antonieta, São Paulo;"
63m²";"
3";"
1";"
1";450;;2021-07-20
"
R$700.000
";Rua Antônio André Rodrigues, Chácara Mafalda;"
120m²";"
3";"
2";"
2";155;153;2021-07-20
"
R$382.000
";Mirandópolis, São Paulo;"
35m²";"
1";"
1";"
1";410;;2021-07-20
"
R$590.000
";Água Rasa, São Paulo;"
138m²";"
3";"
2";"
2";;92;2021-07-20
"
R$420.000
";Rua França Pinto, Vila Mariana;"
61m²";"
2";;"
1";250;85;2021-07-20
"
R$1.253.787
";Avenida Nazaré, Ipiranga;"
125m²";"
3";"
2";"
4";1.200;210;2021-07-20
"
R$450.000
";Rua Major Sertório, Santa Cecília;"
90m²";"
2";;"
2";894;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Antônio de Barros, Tatuapé;"
113-235m²";"
3";;;;;2021-07-20
"
R$190.130
";Rua Manuel Leiroz, Vila Penteado;"
27-41m²";"
1-2";;"
1";;;2021-07-20
"
R$213.566
";Rua Manuel Leiroz, Vila Penteado;"
40m²";"
2";;"
1";;;2021-07-20
"
R$1.040.000
";Jardim Anália Franco, São Paulo;"
109m²";"
3";"
2";"
3";895;417;2021-07-20
"
R$194.677
";Cambuci, São Paulo;"
32m²";"
2";;"
1";;;2021-07-20
"
R$1.900.000
";Alameda Sarutaiá, Jardim Paulista;"
160m²";"
3";"
2";"
3";1.650;550;2021-07-20
"
R$205.083
";Rua Valson Lopes, Vila Butantã;"
27m²";"
1";;"
1";200;100;2021-07-20
"
R$1.050.000
";Rua Palacete das Águias, Vila Alexandria;"
240m²";"
4";"
6";"
3";;;2021-07-20
"
R$1.693.332
";Rua Cayowaá, Perdizes;"
100m²";"
3";"
2";"
4";;;2021-07-20
"
R$350.000
";Avenida Otacílio Tomanik, Jardim Ester Yolanda;"
85m²";"
3";"
1";"
2";720;43;2021-07-20
"
R$902.000
";Rua Bento Branco de Andrade Filho, Jardim Dom Bosco;"
113m²";"
2";"
2";"
3";790;1;2021-07-20
"
R$195.000
";Avenida dos Latinos, Jardim Santa Terezinha;"
40m²";"
2";;"
1";80;;2021-07-20
"
R$217.489
";Rua Siqueira Bueno, Belenzinho;"
37m²";"
2";;"
1";;;2021-07-20
"
R$415.000
";Rua Duque Costa, Santo Amaro;"
64m²";"
3";"
1";"
1";550;68;2021-07-20
"
R$418.600
";Rua Francisco Leitão, Pinheiros;"
23m²";"
1";;"
1";450;120;2021-07-20
"
R$490.000
";Rua Doutor Nogueira Martins, Saúde;"
50m²";"
2";"
1";"
1";673;12;2021-07-20
"
R$298.000
";Avenida Padre Arlindo Vieira, Jardim Vergueiro;"
62m²";"
3";"
1";"
2";452;;2021-07-20
"
R$935.000
";Rua Costa, Consolação;"
86m²";"
2";"
1";"
2";974;86;2021-07-20
"
R$172.000
";Móoca, São Paulo;"
30m²";"
1";;"
1";200;;2021-07-20
"
R$670.000
";Rua Flórida, Cidade Monções;"
39m²";"
1";"
1";"
1";560;150;2021-07-20
"
R$1.130.000
";Vila Zelina, São Paulo;"
380m²";"
4";"
4";"
5";;400;2021-07-20
"
R$200.000
";Rua Santa Teresa do Bonito, Vila Buenos Aires;"
47m²";"
2";;"
1";100;;2021-07-20
"
R$947.000
";Moema, São Paulo;"
87m²";"
3";"
2";"
2";1.325;144;2021-07-20
"
R$200.000
";Rua Vila Prudente, Vila Prudente;"
48m²";"
2";;"
1";200;500;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$196.464
";Rua Manuel Leiroz, Vila Penteado;"
27-41m²";"
1-2";;"
1";;;2021-07-20
"
R$402.840
";Alameda Jauaperi, Moema;"
20-21m²";"
1";;"
1";;;2021-07-20
"
Sobconsulta
";Alameda Jauaperi, Indianópolis;"
20-21m²";"
1";"
1";"
1";;;2021-07-20
"
R$899.000
";Freguesia do Ó, São Paulo;"
150m²";"
2";"
2";"
2";1.000;330;2021-07-20
"
R$550.230
";Rua Doutor Orlando Zamitti Mammana, Santana;"
64m²";"
2";"
1";"
2";520;1.000;2021-07-20
"
R$430.000
";Rua Domingos Mazzeu, Jaguaré;"
55m²";"
2";"
1";"
1";500;;2021-07-20
"
R$367.000
";Rua Visconde de Parnaíba, Brás;"
36m²";"
1";"
1";"
1";;;2021-07-20
"
R$350.000
";Tatuapé, São Paulo;"
50m²";"
2";"
2";"
1";558;1.100;2021-07-20
"
R$670.000
";Rua General Chagas Santos, Saúde;"
60m²";"
2";"
1";"
2";564;142;2021-07-20
"
R$650.000
";Rua Américo Brasiliense, Chácara Santo Antônio;"
88m²";"
3";"
1";"
2";840;37;2021-07-20
"
R$480.000
";Rua Diana, Pompeia;"
45m²";"
1";;"
1";356;47;2021-07-20
"
R$1.590.000
";Avenida Nazaré, Ipiranga;"
140m²";"
4";"
2";"
4";1.112;417;2021-07-20
"
R$430.000
";Casa Verde, São Paulo;"
80m²";"
3";"
1";"
2";595;;2021-07-20
"
R$650.000
";Freguesia do Ó, São Paulo;"
81m²";"
3";"
1";"
2";520;50;2021-07-20
"
R$329.000
";Rua Cosme Fonte Lira, Cupecê;"
57m²";"
2";"
1";"
2";;;2021-07-20
"
R$2.000.000
";Rua Sampaio Viana, Paraíso;"
188m²";"
3";"
2";"
3";1.900;620;2021-07-20
"
R$335.800
";Rua Cristiano Viana, Pinheiros;"
26m²";"
1";;"
1";;;2021-07-20
"
R$336.300
";Rua Cristiano Viana, Pinheiros;"
26m²";"
1";;"
1";;;2021-07-20
"
R$418.000
";Avenida Nove de Julho, Consolação;"
80m²";"
1";;"
3";600;;2021-07-20
"
R$680.000
";Rua Aibi, Lapa;"
88m²";"
3";"
2";"
3";1.180;150;2021-07-20
"
R$990.000
";Rua Viradouro, Itaim Bibi;"
95m²";"
2";"
1";"
3";1.201;319;2021-07-20
"
R$1.100.000
";Tatuapé, São Paulo;"
115m²";"
3";"
2";"
2";;415;2021-07-20
"
R$1.400.000
";Brooklin, São Paulo;"
130m²";"
3";"
2";"
2";;393;2021-07-20
"
R$575.000
";Rua Dorcas Correa Amaral, Jardim Patente;"
195m²";"
3";"
2";"
3";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$369.000
";Rua Ribeiro do Vale, Brooklin;"
35-50m²";"
1";;"
1";;;2021-07-20
"
R$1.755.000
";Avenida Lavandisca, Indianópolis;"
117-256m²";"
3";"
2-3";"
3-5";;;2021-07-20
"
Sobconsulta
";Avenida Lavandisca, Indianópolis;"
117-256m²";"
3";"
2-3";"
4";;;2021-07-20
"
R$585.000
";Avenida Diogo Gomes Carneiro, Jardim Rosa Maria;"
115m²";"
3";"
2";"
3";850;;2021-07-20
"
R$347.320
";Alameda Iraé, Indianópolis;"
36m²";;"
1";"
2";901;274;2021-07-20
"
R$999.000
";Avenida Moema, Moema;"
94m²";"
2";"
1";"
1";;;2021-07-20
"
R$300.000
";Rua João Vieira Prioste, Vila Carrão;"
43m²";"
2";;"
1";;;2021-07-20
"
R$1.057.100
";Rua Oscar Freire, Pinheiros;"
69m²";"
2";"
1";"
3";552;1;2021-07-20
"
R$950.000
";Rua Amoroso Costa, Jardim São Paulo;"
139m²";"
3";"
2";"
3";1.400;;2021-07-20
"
R$1.047.000
";Avenida Jamaris, Moema;"
77m²";"
2";"
1";"
2";551;253;2021-07-20
"
R$953.000
";Avenida Duquesa de Goiás, Real Parque;"
160m²";"
2";"
2";"
2";;;2021-07-20
"
R$237.500
";Jardim Benfica, São Paulo;"
55m²";"
2";"
1";"
1";;;2021-07-20
"
R$450.000
";Rua Biri, Cidade A E Carvalho;"
125m²";"
3";"
2";"
2";;;2021-07-20
"
R$900.000
";Rua João Batista Pereira, Pirituba;"
207m²";"
4";"
2";"
4";;300;2021-07-20
"
R$550.000
";Cangaíba, São Paulo;"
160m²";"
2";"
2";"
3";;1.200;2021-07-20
"
R$161.350
";Morumbi, São Paulo;"
28m²";"
1";;"
1";;;2021-07-20
"
R$393.000
";Rua Alves Guimarães, Pinheiros;"
26m²";"
1";;"
1";241;;2021-07-20
"
R$320.000
";Rua Maria Fett, Vila Ema;"
66m²";"
3";"
1";"
1";440;1;2021-07-20
"
R$1.068.000
";Avenida Lins de Vasconcelos, Vila Mariana;"
89m²";"
3";;"
1";890;;2021-07-20
"
R$395.000
";Rua Almirante Brasil, Móoca;"
49m²";"
2";;"
1";565;109;2021-07-20
"
R$750.000
";Jardim Anália Franco, São Paulo;"
103m²";"
3";"
2";"
3";1.200;400;2021-07-20
"
R$750.000
";Rua Piracuama, Pompeia;"
83m²";"
3";"
1";"
3";1.023;200;2021-07-20
"
R$650.000
";Rua Antoninho Marmo, Vila Irmãos Arnoni;"
220m²";"
4";"
2";"
4";;;2021-07-20
"
R$380.000
";Rua Latif Fakhouri, Vila Santa Catarina;"
68m²";"
2";"
1";"
2";740;110;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$9.087.710
";Rua Ministro Gabriel de Rezende Passos, Moema;"
280m²";"
3-4";"
4";"
5";;;2021-07-20
"
Sobconsulta
";Rua José Manoel de Oliveira, Centro;"
45m²";"
2";"
1";"
1";;;2021-07-20
"
R$169.000
";Avenida Hebe Camargo, Jardim Parque Morumbi;"
35-37m²";"
2";"
1";"
1";;;2021-07-20
"
R$1.240.000
";Rua França Pinto, Vila Mariana;"
145m²";"
3";"
2";"
3";1.350;243;2021-07-20
"
R$3.150.000
";Rua Arizona, Cidade Monções;"
225m²";"
4";"
4";"
5";2.291;1.699;2021-07-20
"
R$2.200.000
";Alameda Jauaperi, Moema;"
161m²";"
4";"
3";"
3";1.700;771;2021-07-20
"
R$669.920
";Rua Bragança Paulista, Vila Cruzeiro;"
80m²";"
3";"
2";"
3";760;2.100;2021-07-20
"
R$410.000
";Rua Girassol,;"
24m²";"
1";"
1";"
2";570;113;2021-07-20
"
R$300.000
";Rua João Vieira Prioste, Vila Carrão;"
43m²";"
2";;"
1";;;2021-07-20
"
R$750.000
";Rua Martinico Prado, Vila Buarque;"
70m²";"
2";"
1";"
2";890;1.100;2021-07-20
"
R$254.320
";Avenida Nazaré, Ipiranga;"
26m²";"
1";"
1";"
1";;;2021-07-20
"
R$1.047.000
";Avenida Jamaris, Moema;"
77m²";"
2";"
1";"
2";551;253;2021-07-20
"
R$953.000
";Avenida Duquesa de Goiás, Real Parque;"
160m²";"
2";"
2";"
2";;;2021-07-20
"
R$237.500
";Jardim Benfica, São Paulo;"
55m²";"
2";"
1";"
1";;;2021-07-20
"
R$550.000
";Cangaíba, São Paulo;"
160m²";"
2";"
2";"
3";;1.200;2021-07-20
"
R$345.000
";Rua Edmundo Juventino Fuentes, Vila Ema;"
63m²";"
3";"
1";"
1";405;1;2021-07-20
"
R$161.350
";Morumbi, São Paulo;"
28m²";"
1";;"
1";;;2021-07-20
"
R$393.000
";Rua Alves Guimarães, Pinheiros;"
26m²";"
1";;"
1";241;;2021-07-20
"
R$1.150.000
";Rua Aracuípe, Jardim Prudência;"
114m²";"
1";"
2";"
1";850;357;2021-07-20
"
R$750.000
";Jardim Anália Franco, São Paulo;"
103m²";"
3";"
2";"
3";1.200;400;2021-07-20
"
R$750.000
";Rua Piracuama, Pompeia;"
83m²";"
3";"
1";"
3";1.023;200;2021-07-20
"
R$380.000
";Rua Latif Fakhouri, Vila Santa Catarina;"
68m²";"
2";"
1";"
2";740;110;2021-07-20
"
R$590.000
";Rua Casa Forte, Água Fria;"
75m²";"
3";"
1";"
2";880;;2021-07-20
"
R$1.499.999
";Rua Senador César Lacerda Vergueiro, Sumarezinho;"
149m²";"
3";"
2";"
3";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$169.600
";Avenida Hebe Camargo, Jardim Parque Morumbi;"
29-35m²";"
1-2";;"
1";;;2021-07-20
"
R$187.000
";Avenida Hebe Camargo, Jardim Parque Morumbi;"
35-37m²";"
2";"
1";"
1";;;2021-07-20
"
Sobconsulta
";Avenida Cotovia, Moema;"
172m²";"
4";"
3-4";"
3";;;2021-07-20
"
R$145.000
";Rua do Lavapés, Cambuci;"
32m²";"
1";;"
1";150;1;2021-07-20
"
R$1.050.000
";Rua Bartolomeu de Gusmão, Vila Mariana;"
135m²";"
3";"
2";"
3";1.750;520;2021-07-20
"
R$1.330.000
";Brooklin, São Paulo;"
92m²";"
2";"
2";"
2";1.100;460;2021-07-20
"
R$304.300
";Avenida Adolfo Pinheiro, Santo Amaro;"
30m²";;"
1";"
1";550;200;2021-07-20
"
R$361.000
";Centro, São Paulo;"
50m²";"
1";;"
1";360;50;2021-07-20
"
R$2.340.000
";Vila Leopoldina, São Paulo;"
173m²";"
4";"
3";"
5";1.800;936;2021-07-20
"
R$890.000
";Rua Macejana, Planalto Paulista;"
186m²";"
4";"
2";"
3";;347;2021-07-20
"
R$4.445.000
";Rua Almeida Torres, Aclimação;"
710m²";;"
10";"
6";;2.320;2021-07-20
"
R$500.000
";Rua Amaral Gama, Santana;"
80m²";"
2";"
1";"
2";;350;2021-07-20
"
R$318.000
";Rua Vergueiro, Vila Firmiano Pinto;"
48m²";"
2";"
1";"
1";430;1;2021-07-20
"
R$500.000
";Rua Caçaquera, Tatuapé;"
90m²";"
3";"
2";"
2";900;300;2021-07-20
"
R$425.000
";Rua Capitão Sérvio Rodrigues Caldas, Parada Inglesa;"
72m²";"
2";"
1";"
1";738;;2021-07-20
"
R$910.000
";Rua Doutor Eduardo de Souza Aranha, Vila Olímpia;"
108m²";"
3";"
1";"
3";1.100;130;2021-07-20
"
R$250.000
";Alameda Eduardo Prado, Campos Eliseos;"
25m²";"
1";"
1";"
1";368;73;2021-07-20
"
R$395.500
";Rua Afonso Celso, Vila Mariana;"
24m²";"
1";;"
1";;;2021-07-20
"
R$770.000
";Rua Saguairu, Casa Verde;"
101m²";"
2";"
1";"
2";;;2021-07-20
"
R$600.000
";Campo Grande, São Paulo;"
100m²";"
3";"
2";"
1";;;2021-07-20
;;;;;;;;2021-07-20
"
R$950.000
";Rua Gomes de Carvalho, Vila Olímpia;"
65m²";"
1";"
2";"
2";1.132;280;2021-07-20
"
R$750.000
";Rua Bento Manuel, Vila Regente Feijó;"
122m²";"
3";"
2";"
3";1.300;5.500;2021-07-20
"
R$180.000
";Rua dos Andradas, Centro;"
30m²";"
1";;"
1";300;;2021-07-20
"
R$470.000
";Freguesia do Ó, São Paulo;"
223m²";"
2";"
3";"
1";;150;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$453.400
";Rua Ministro Gabriel de Rezende Passos, Moema;"
27m²";"
1";;"
1";;;2021-07-20
"
R$170.900
";Avenida Amador Bueno da Veiga, Penha De Franca;"
30-102m²";;"
1";"
2";;;2021-07-20
"
Sobconsulta
";Alameda dos Arapanés, Moema;"
25-38m²";"
1";"
1";"
1";;;2021-07-20
"
R$4.500.000
";Campo Belo, São Paulo;"
289m²";"
4";"
4";"
5";2.600;1.700;2021-07-20
"
R$4.500.000
";Rua Maranhão, Higienópolis;"
326m²";"
3";"
3";"
4";3.400;3.257;2021-07-20
"
R$4.180.000
";Rua Mário Whately, Alto da Lapa;"
235m²";"
3";"
4";"
5";2.980;2.143;2021-07-20
"
R$960.000
";Rua Doutor José de Andrade Figueira, Vila Suzana;"
162m²";"
3";"
2";"
5";1.200;412;2021-07-20
"
R$790.000
";Rua Domingos de Morais, Vila Mariana;"
95m²";"
2";;"
2";350;;2021-07-20
"
R$1.693.000
";Chácara Klabin, São Paulo;"
136m²";"
3";"
2";"
5";1.360;240;2021-07-20
"
R$300.000
";Rua Ibitirama, Vila Prudente;"
26m²";"
1";"
1";"
1";374;;2021-07-20
"
R$890.000
";Rua Doutor Gabriel dos Santos, Santa Cecília;"
80m²";"
2";"
1";"
1";929;202;2021-07-20
"
R$1.142.000
";Rua Cardeal Arcoverde, Pinheiros;"
73m²";"
2";"
2";"
2";1;1;2021-07-20
